	kingdom	phylum	class	order	family	genus	species
Otu1	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_alpina
Otu2	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_elongata
Otu3	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Gibberella_acuminata
Otu4	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	unidentified
Otu5	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_sarnyensis
Otu6	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_romellii
Otu7	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	unidentified
Otu8	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_umerensis
Otu9	Fungi	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Geminibasidium	unidentified
Otu10	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	
Otu11	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Clavulinaceae	Clavulina	Clavulina_thindii
Otu12	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_mediterraneensis
Otu13	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	
Otu14	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
Otu15	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe_acutoconica
Otu16	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_alpina
Otu17	Fungi	Ascomycota	Leotiomycetes				
Otu18	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae		
Otu19	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	unidentified
Otu20	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavaria	Clavaria_fumosa
Otu21	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Clavulinaceae	Clavulina	Clavulina_coralloides
Otu22	Fungi	Ascomycota	Leotiomycetes	Thelebolales	unidentified	unidentified	unidentified
Otu23	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces_verruculosus
Otu24	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	
Otu25	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_hyalina
Otu26	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	
Otu27	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	unidentified	unidentified
Otu28	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariales_fam_Incertae_sedis	Castanediella	
Otu29	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	unidentified
Otu30	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	
Otu31	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Paraboeremia	Paraboeremia_selaginellae
Otu32	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	unidentified
Otu33	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	unidentified
Otu34	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_pascua
Otu35	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Thyrostroma	
Otu36	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	unidentified
Otu37	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium_perangustum
Otu38	Fungi	Basidiomycota	Geminibasidiomycetes	Geminibasidiales			
Otu39	Fungi						
Otu40	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu41	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_alpina
Otu42	Fungi	Basidiomycota	Agaricomycetes	Agaricales	unidentified	unidentified	unidentified
Otu43	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_maculata
Otu44	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_radicis
Otu45	Fungi	Ascomycota					
Otu46	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma_pubescens
Otu47	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavulinopsis	
Otu48	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	Oidiodendron_chlamydosporicum
Otu49	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Wilcoxina	Wilcoxina_rehmii
Otu50	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu51	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	Knufia_tsunedae
Otu52	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Trichocladium	Trichocladium_opacum
Otu53	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	unidentified
Otu54	Fungi	Ascomycota	Dothideomycetes	Capnodiales	unidentified	unidentified	unidentified
Otu55	Fungi						
Otu56	Fungi	Ascomycota	Dothideomycetes	Capnodiales	unidentified	unidentified	unidentified
Otu57	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_diasemospermus
Otu58	Fungi						
Otu59	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_solani
Otu60	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	Staphylotrichum	Staphylotrichum_coccosporum
Otu61	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae		
Otu62	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Ilyonectria	Ilyonectria_mors-panacis
Otu63	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_humilis
Otu64	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	
Otu65	Fungi						
Otu66	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces_verruculosus
Otu67	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe_conica
Otu68	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	
Otu69	Fungi	Basidiomycota	Agaricomycetes				
Otu70	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	unidentified	unidentified
Otu71	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Subulicystidium	Subulicystidium_perlongisporum
Otu72	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	unidentified
Otu73	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	unidentified	unidentified
Otu74	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	unidentified
Otu75	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	unidentified
Otu76	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_ambigua
Otu77	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Purpureocillium	Purpureocillium_lilacinum
Otu78	Fungi						
Otu79	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycenella	Mycenella_trachyspora
Otu80	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_camemberti
Otu81	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	Knufia_peltigerae
Otu82	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Humicola	Humicola_nigrescens
Otu83	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	unidentified
Otu84	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
Otu85	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_puellaris
Otu86	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavulinopsis	
Otu87	Fungi						
Otu88	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Leptodontidium	unidentified
Otu89	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Gliophorus	Gliophorus_psittacinus
Otu90	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	unidentified
Otu91	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	unidentified	unidentified
Otu92	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sparticola	Sparticola_junci
Otu93	Fungi	Ascomycota					
Otu94	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_exigua
Otu95	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_alpina
Otu96	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
Otu97	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudogymnoascus	unidentified
Otu98	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Amphinema	unidentified
Otu99	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu100	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe_conica
Otu101	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Thelonectria	Thelonectria_acrotyla
Otu102	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_senticosum
Otu103	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholosporum	Tricholosporum_porphyrophyllum
Otu104	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	unidentified
Otu105	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	unidentified
Otu106	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	unidentified
Otu107	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	
Otu108	Fungi						
Otu109	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	unidentified
Otu110	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Oleoguttula	unidentified
Otu111	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae		
Otu112	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	unidentified	unidentified
Otu113	Fungi	Basidiomycota	Agaricomycetes	Agaricales	unidentified	unidentified	unidentified
Otu114	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae		
Otu115	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	unidentified
Otu116	Fungi	Basidiomycota	Agaricomycetes				
Otu117	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	unidentified	unidentified
Otu118	Fungi						
Otu119	Fungi	Ascomycota	Sordariomycetes	Sordariales	Cephalothecaceae	unidentified	unidentified
Otu120	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusicolla	Fusicolla_septimanifiniscientiae
Otu121	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	unidentified
Otu122	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
Otu123	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	unidentified
Otu124	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	unidentified
Otu125	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	Knufia_peltigerae
Otu126	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Ilyonectria	Ilyonectria_macrodidyma
Otu127	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	unidentified
Otu128	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	unidentified
Otu129	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
Otu130	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae		
Otu131	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_sardonia
Otu132	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hymenogaster	Hymenogaster_griseus
Otu133	Fungi	Ascomycota	Dothideomycetes				
Otu134	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	unidentified
Otu135	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	unidentified
Otu136	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_penicillioides
Otu137	Fungi						
Otu138	Fungi	Ascomycota	Leotiomycetes	Helotiales			
Otu139	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	unidentified	unidentified
Otu140	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	unidentified
Otu141	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_solani
Otu142	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	unidentified
Otu143	Fungi						
Otu144	Fungi						
Otu145	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	unidentified
Otu146	Fungi	Ascomycota	Dothideomycetes	Mytilinidales	Gloniaceae	Cenococcum	unidentified
Otu147	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Dictyochaeta	Dictyochaeta_siamensis
Otu148	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	unidentified
Otu149	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae		
Otu150	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium_anisopliae
Otu151	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	
Otu152	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	
Otu153	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae		
Otu154	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Coniosporium	unidentified
Otu155	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_wolfii
Otu156	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	unidentified	unidentified	unidentified
Otu157	Fungi						
Otu158	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	unidentified
Otu159	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	unidentified	unidentified
Otu160	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	
Otu161	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	unidentified
Otu162	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	unidentified	unidentified	unidentified
Otu163	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	unidentified
Otu164	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
Otu165	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_aurea
Otu166	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta_mutabilis
Otu167	Fungi	Ascomycota	Sordariomycetes	Sordariales			
Otu168	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	
Otu169	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	unidentified
Otu170	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	unidentified
Otu171	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_lanatodisca
Otu172	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	unidentified	unidentified
Otu173	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	unidentified	unidentified
Otu174	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
Otu175	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
Otu176	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	Alpinaria	unidentified
Otu177	Fungi						
Otu178	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	unidentified
Otu179	Fungi	Ascomycota					
Otu180	Fungi	Ascomycota					
Otu181	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
Otu182	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	Paraphoma_chrysanthemicola
Otu183	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae		
Otu184	Fungi	Ascomycota	Sordariomycetes				
Otu185	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Chaetosphaeronema	unidentified
Otu186	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Pulvinula	unidentified
Otu187	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	unidentified
Otu188	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	unidentified
Otu189	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	
Otu190	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
Otu191	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Leptosphaeria	unidentified
Otu192	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hymenogaster	Hymenogaster_intermedius
Otu193	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	unidentified	unidentified
Otu194	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	unidentified
Otu195	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Tolypocladium	unidentified
Otu196	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	unidentified
Otu197	Fungi						
Otu198	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Zopfiella	Zopfiella_erostrata
Otu199	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	unidentified
Otu200	Fungi	Ascomycota	Sordariomycetes	Sordariales			
Otu201	Fungi	Ascomycota					
Otu202	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	unidentified	unidentified
Otu203	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	unidentified	unidentified	unidentified
Otu204	Fungi						
Otu205	Fungi	Basidiomycota	Agaricomycetes	unidentified	unidentified	unidentified	unidentified
Otu206	Fungi	Ascomycota	Leotiomycetes	Helotiales			
Otu207	Fungi						
Otu208	Fungi						
Otu209	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Endocarpon	Endocarpon_pusillum
Otu210	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe_conica
Otu211	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Leohumicola	unidentified
Otu212	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	unidentified	unidentified
Otu213	Fungi	Ascomycota					
Otu214	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
Otu215	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	Knufia_karalitana
Otu216	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella_pilosa
Otu217	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraphaeosphaeria	unidentified
Otu218	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiotremataceae	Atrocalyx	Atrocalyx_bambusae
Otu219	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	unidentified	unidentified
Otu220	Fungi						
Otu221	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Tricharina	Tricharina_ochroleuca
Otu222	Fungi	Ascomycota	Sordariomycetes	Sordariales	unidentified	unidentified	unidentified
Otu223	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_parvispora
Otu224	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	unidentified
Otu225	Fungi	Ascomycota	Dothideomycetes	Dothideales	Aureobasidiaceae	Kabatiella	unidentified
Otu226	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	unidentified
Otu227	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	unidentified
Otu228	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	unidentified	unidentified	unidentified
Otu229	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	unidentified
Otu230	Fungi	Ascomycota					
Otu231	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	Staphylotrichum	Staphylotrichum_boninense
Otu232	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Smardaea	unidentified
Otu233	Fungi						
Otu234	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	
Otu235	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	unidentified
Otu236	Fungi						
Otu237	Fungi	Basidiomycota	Agaricomycetes				
Otu238	Fungi						
Otu239	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavaria	Clavaria_fragilis
Otu240	Fungi	Ascomycota	Sordariomycetes				
Otu241	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	unidentified
Otu242	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Stereocaulaceae	Stereocaulon	
Otu243	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	unidentified
Otu244	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
Otu245	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_hyalina
Otu246	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae		
Otu247	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	unidentified	unidentified
Otu248	Fungi						
Otu249	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Crocicreas	unidentified
Otu250	Fungi						
Otu251	Fungi	Basidiomycota	Agaricomycetes				
Otu252	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_rufoalba
Otu253	Fungi						
Otu254	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Pseudopithomyces	Pseudopithomyces_chartarum
Otu255	Fungi	Ascomycota					
Otu256	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	unidentified
Otu257	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	unidentified
Otu258	Fungi						
Otu259	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu260	Fungi	Basidiomycota	Agaricomycetes	Sebacinales			
Otu261	Fungi	Ascomycota					
Otu262	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusicolla	Fusicolla_acetilerea
Otu263	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Cercophora	Cercophora_mirabilis
Otu264	Fungi						
Otu265	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	Paraphoma_chrysanthemicola
Otu266	Fungi	Ascomycota					
Otu267	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	unidentified	unidentified	unidentified
Otu268	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	unidentified
Otu269	Fungi	Ascomycota	Sordariomycetes	Xylariales			
Otu270	Fungi	Ascomycota					
Otu271	Fungi	Ascomycota					
Otu272	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
Otu273	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae		
Otu274	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	unidentified
Otu275	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	unidentified
Otu276	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	
Otu277	Fungi	Ascomycota	Sordariomycetes	Sordariales			
Otu278	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_virgatum
Otu279	Fungi	Basidiomycota	Agaricomycetes	Auriculariales			
Otu280	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Hyaloscypha_bicolor
Otu281	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	
Otu282	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	unidentified
